hs6,description
847910,"Machines and mechanical appliances having individual - Machinery for public works, building or the like"
847920,Machines and mechanical appliances having individual - Machinery for the extraction or preparation of animal or fixed
847930,Machines and mechanical appliances having individual - Presses for the manufacture of particle board or fibre building
847940,Machines and mechanical appliances having individual - Rope or cable-making machines
847950,"Machines and mechanical appliances having individual - Industrial robots, not elsewhere specified or included"
847960,Machines and mechanical appliances having individual - Evaporative air coolers
847971,Machines and mechanical appliances having individual - Passenger boarding bridges - Of a kind used in airports
847979,Machines and mechanical appliances having individual - Passenger boarding bridges - Other
847981,"Machines and mechanical appliances having individual - Other machines and mechanical appliances - For treating metal, including electric wire coil-winders"
847982,"Machines and mechanical appliances having individual - Other machines and mechanical appliances - Mixing, kneading, crushing, grinding, screening, sifting,"
847983,Machines and mechanical appliances having individual - Other machines and mechanical appliances - Cold isostatic presses
847989,Machines and mechanical appliances having individual - Other machines and mechanical appliances - Other
847990,Machines and mechanical appliances having individual - Other machines and mechanical appliances - Parts
848010,Moulding boxes for metal foundry; mould bases; moulding - Moulding boxes for metal foundry
848020,Moulding boxes for metal foundry; mould bases; moulding - Mould bases
848030,Moulding boxes for metal foundry; mould bases; moulding - Moulding patterns
848041,Moulding boxes for metal foundry; mould bases; moulding - Moulds for metal or metal carbides - Injection or compression types
848049,Moulding boxes for metal foundry; mould bases; moulding - Moulds for metal or metal carbides - Other
848050,Moulding boxes for metal foundry; mould bases; moulding - Moulds for metal or metal carbides - Moulds for glass
848060,Moulding boxes for metal foundry; mould bases; moulding - Moulds for metal or metal carbides - Moulds for mineral materials
848071,Moulding boxes for metal foundry; mould bases; moulding - Moulds for rubber or plastics - Injection or compression types
848079,Moulding boxes for metal foundry; mould bases; moulding - Moulds for rubber or plastics - Other
848110,"Taps, cocks, valves and similar appliances for pipes, boiler - Pressure-reducing valves"
848120,"Taps, cocks, valves and similar appliances for pipes, boiler - 3.- For the purposes of subheading , the expression “valves for oleohydraulic or pneumatic"
848130,"Taps, cocks, valves and similar appliances for pipes, boiler - Check (nonreturn) valves"
848140,"Taps, cocks, valves and similar appliances for pipes, boiler - Safety or relief valves"
848180,"Taps, cocks, valves and similar appliances for pipes, boiler - Other appliances"
848190,"Taps, cocks, valves and similar appliances for pipes, boiler - Parts"
848210,Ball or roller bearings - Ball bearings
848220,"Ball or roller bearings - Tapered roller bearings, including cone and tapered roller"
848230,Ball or roller bearings - Spherical roller bearings
848240,Ball or roller bearings - 4.- Subheading applies only to bearings with cylindrical rollers of a uniform diameter not
848250,"Ball or roller bearings - Other cylindrical roller bearings, including cage and roller"
848280,"Ball or roller bearings - Other, including combined ball/roller bearings"
848291,"Ball or roller bearings - Parts - Balls, needles and rollers"
848299,Ball or roller bearings - Parts - Other
848310,Transmission shafts (including cam shafts and crank shafts) - Transmission shafts (including cam shafts and crank shafts) and
848320,"Transmission shafts (including cam shafts and crank shafts) - Bearing housings, incorporating ball or roller bearings"
848330,"Transmission shafts (including cam shafts and crank shafts) - Bearing housings, not incorporating ball or roller bearings; plain"
848340,"Transmission shafts (including cam shafts and crank shafts) - Gears and gearing, other than toothed wheels, chain sprockets and"
848350,"Transmission shafts (including cam shafts and crank shafts) - Flywheels and pulleys, including pulley blocks"
848360,Transmission shafts (including cam shafts and crank shafts) - Clutches and shaft couplings (including universal joints)
848390,"Transmission shafts (including cam shafts and crank shafts) - Toothed wheels, chain sprockets and other transmission elements"
848410,Gaskets and similar joints of metal sheeting combined with - Gaskets and similar joints of metal sheeting combined with other
848420,Gaskets and similar joints of metal sheeting combined with - Mechanical seals
848490,Gaskets and similar joints of metal sheeting combined with - Other
848510,Machines for additive manufacturing - By metal deposit
848520,Machines for additive manufacturing - By plastics or rubber deposit
848530,"Machines for additive manufacturing - By plaster, cement, ceramics or glass deposit"
848580,Machines for additive manufacturing - Other
848590,Machines for additive manufacturing - Parts
848610,Machines and apparatus of a kind used solely or principally for - Machines and apparatus for the manufacture of boules or wafers
848620,Machines and apparatus of a kind used solely or principally for - Machines and apparatus for the manufacture of semiconductor
848630,Machines and apparatus of a kind used solely or principally for - Machines and apparatus for the manufacture of flat panel displays
848640,Machines and apparatus of a kind used solely or principally for - Machines and apparatus specified in Note 11 (C) to this Chapter
848690,Machines and apparatus of a kind used solely or principally for - Parts and accessories
848710,"Machinery parts, not containing electrical connectors, - Ships' or boats' propellers and blades therefor"
848790,"Machinery parts, not containing electrical connectors, - Other"
850110,Electric motors and generators (excluding generating sets) - Motors of an output not exceeding 37.5 W
850120,Electric motors and generators (excluding generating sets) - Universal AC/DC motors of an output exceeding 37.5 W
850131,Electric motors and generators (excluding generating sets) - Of an output not exceeding 750 W
850132,Electric motors and generators (excluding generating sets) - Of an output exceeding 750 W but not exceeding 75 kW
850133,Electric motors and generators (excluding generating sets) - Of an output exceeding 75 kW but not exceeding 375 kW
